"country_name","debt_change_percentage"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Indonesia","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iran, Islamic Rep.","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Iraq","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jamaica","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
"Jordan","-100.00"
